# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
235,120000,14587187658110522263,182.70,500,0,178.64,500.0,0.0,152
236,120000,11033758505807755380,180.43,500,0,178.46,500.0,0.0,152
237,120000,10027974101905967125,222.96,500,0,178.74,500.0,0.0,152
238,120000,13682009770390657341,197.61,500,0,178.95,500.0,0.0,152
239,120000,6513211260447073981,166.83,500,0,178.87,500.0,0.0,152
240,120000,16679140763471176525,198.27,500,0,179.16,500.0,0.0,152
241,125568,5509031414646806880,199.34,500,0,179.49,500.0,0.0,152
242,126000,8263284863775713186,179.06,500,0,179.37,500.0,0.0,153
243,126000,12213021893741313679,211.27,500,0,179.39,500.0,0.0,153
244,126000,11837311832849461841,193.41,500,0,179.40,500.0,0.0,153
245,126000,782797373716506053,188.23,500,0,179.54,500.0,0.0,153
246,126000,4608807299216813642,168.05,500,0,179.43,500.0,0.0,153
247,126000,7064522463759185187,179.06,500,0,179.12,500.0,0.0,153
248,126000,5758638161781062089,187.44,500,0,179.21,500.0,0.0,153
249,126000,712942329043169505,179.28,500,0,179.39,500.0,0.0,153
250,126000,2576126327835236319,177.54,500,0,179.50,500.0,0.0,153
251,126000,16008602730533986715,196.16,500,0,179.63,500.0,0.0,153
252,126000,7579020158697526728,173.39,500,0,179.66,500.0,0.0,153
253,131568,15286495790288296836,177.47,500,0,179.82,500.0,0.0,153
254,132000,8901485159075748391,176.73,500,0,179.72,500.0,0.0,154
255,132000,2614885943062049209,178.32,500,0,179.75,500.0,0.0,154
256,132000,16652202415099116449,168.87,500,0,179.84,500.0,0.0,154
257,132000,484746555860799563,189.85,500,0,180.10,500.0,0.0,154
258,132000,5358669490539477174,178.40,500,0,180.33,500.0,0.0,154
259,132000,13603683912950228237,177.70,500,0,180.25,500.0,0.0,154
260,132000,17754636440003173832,187.56,500,0,179.94,500.0,0.0,154
261,132000,15597545835739069363,178.40,500,0,179.90,500.0,0.0,154
262,132000,14446922329932930499,191.22,500,0,180.05,500.0,0.0,154
263,132000,1822406028880233841,181.25,500,0,179.91,500.0,0.0,154
264,132000,2068324999780398490,187.00,500,0,179.95,500.0,0.0,154
265,137568,13343558022438364849,193.33,500,0,180.24,500.0,0.0,154
266,138000,706947443560836759,202.75,500,0,180.61,500.0,0.0,155
267,138000,6007962926376958784,170.46,500,0,180.64,500.0,0.0,155
268,138000,11772033390765120368,172.65,500,0,180.54,500.0,0.0,155
269,138000,11386224682222168824,197.71,500,0,180.75,500.0,0.0,155
270,138000,1673405974479577669,196.02,500,0,180.75,500.0,0.0,155
271,138000,3086105054130143535,199.90,500,0,181.04,500.0,0.0,155
272,138000,2431630388173978107,186.15,500,0,181.22,500.0,0.0,155
273,138000,3062227234649023154,174.10,500,0,181.22,500.0,0.0,155
274,138000,5508625069366463439,192.56,500,0,181.35,500.0,0.0,155
275,138000,2667181007669166969,179.66,500,0,181.47,500.0,0.0,155
276,138000,5704457579094725897,179.66,500,0,181.31,500.0,0.0,155
277,143568,8755589707850732707,196.26,500,0,181.34,500.0,0.0,155
278,144000,3018790848639487593,184.81,500,0,181.53,500.0,0.0,156
279,144000,14667186405778776284,195.42,500,0,181.70,500.0,0.0,156
280,144000,11785449503610959281,174.10,500,0,181.69,500.0,0.0,156
281,144000,13200508905706887070,207.05,500,0,181.75,500.0,0.0,156
282,144000,10554285898027426619,170.98,500,0,181.45,500.0,0.0,156
283,144000,703561689681588077,188.26,500,0,181.44,500.0,0.0,156
284,144000,4389264617890311094,187.56,500,0,181.67,500.0,0.0,156
285,144000,1817520515872623330,176.95,500,0,181.62,500.0,0.0,156
286,144000,8711977674202065377,184.81,500,0,181.83,500.0,0.0,156
287,144000,4075634707342892760,186.07,500,0,181.62,500.0,0.0,156
288,144000,7677270297744983237,216.07,500,0,181.88,500.0,0.0,156
289,149568,5935988960942181436,191.02,500,0,182.00,500.0,0.0,156
290,150000,16188066230981480716,172.65,500,0,181.70,500.0,0.0,157
291,150000,7053828701869708631,186.15,500,0,181.94,500.0,0.0,157
292,150000,971695362467996196,210.06,500,0,181.94,500.0,0.0,157
